Car_ID,Brand,Model,Year,Color,Fuel_Type,Transmission,Body_Style,KM_Driven,Owner_Type,Selling_Price,Sale_Date,Dealer_Name,Dealer_Region,Seller_Type,Customer_Name,Phone,Email,Registration_State,Selling_Price_Numeric,Sale_Date_Standardized,Phone_Cleaned,Email_Cleaned,Selling_Price_Formatted
CAR0118,Maruti,Unknown Model,2010,Red,CNG,Automatic,Sedan,44885,Third Owner,616343,2023-06-04,Dealer_B13,West,Individual,,+91-86854-38702,customer482@yahoo.com,MH,616343.0,2023-06-04,+91-86854-38702,customer482@yahoo.com,Rs 6.16 L
CAR0119,Maruti,Dzire,2021,Red,Petrol,Manual,Coupe,29631,First Owner,45.72 lakh,2024-07-16,Dealer_A20,East,Corporate,Customer_1246,+91-80440-60736,customer44@outlook.com,MH,4572000.0,2024-07-16,+91-80440-60736,customer44@outlook.com,Rs 45.72 L
CAR0120,Toyota,Fortuner,2020,Green,Electric,Automatic,Wagon,45348,Fourth & Above,4699257,22-01-23,Dealer_E13,South,Individual,Customer_6696,9571310779,customer159@outlook.com,GJ,4699257.0,2023-01-22,+91-95713-10779,customer159@outlook.com,Rs 46.99 L
CAR0121,Maruti,Baleno,2021,Brown,Petrol,Manual,Sedan,21604,Second Owner,0.47 crore,2023-04-24,Dealer_D2,East,Corporate,Customer_7366,+91-80992-47629,customer227gmail.com,RJ,4700000.0,2023-04-24,+91-80992-47629,customer227@gmail.com,Rs 47.00 L
CAR0122,Honda,Unknown Model,2023,Black,Hybrid,Semi-Automatic,Coupe,74681,Fourth & Above,4637748,14/07/2023,Dealer_D11,Central,Individual,Customer_7997,8724674934,customer615@outlook.com,TN,4637748.0,2023-07-14,+91-87246-74934,customer615@outlook.com,Rs 46.38 L
CAR0124,Honda,Mustang,2018,Silver,Hybrid,Semi-Automatic,Convertible,45557,Second Owner,990937,14/02/2024,Dealer_A13,North,Dealer,,7240186197,customer445@outlook.com,MH,990937.0,2024-02-14,+91-72401-86197,customer445@outlook.com,Rs 9.91 L
CAR0126,BMW,5 Series,2015,Green,Petrol,Manual,Convertible,95315,Third Owner,403061,28/08/2023,Dealer_B1,West,Corporate,Customer_1225,+91-90237-46966,customer215@yahoo.com,MH,403061.0,2023-08-28,+91-90237-46966,customer215@yahoo.com,Rs 4.03 L
CAR0128,Mercedes,E-Class,2016,Green,Unknown,Semi-Automatic,Coupe,138310,Second Owner,10.36 lakh,2023-01-23,Dealer_B3,West,Corporate,Customer_4869,7266329625,customer835@gmail.com,TN,1036000.0,2023-01-23,+91-72663-29625,customer835@gmail.com,Rs 10.36 L
CAR0129,Mercedes,E-Class,2019,Black,Hybrid,Semi-Automatic,Convertible,45042,Second Owner,3777447,13/11/2023,Dealer_E9,Central,Corporate,Customer_4016,8368752128,customer454@hotmail.com,TN,3777447.0,2023-11-13,+91-83687-52128,customer454@hotmail.com,Rs 37.77 L
CAR0131,Honda,Aspire,2013,Green,Electric,Semi-Automatic,Coupe,58171,First Owner,1915991,13-03-24,Dealer_D10,East,Dealer,Customer_1630,7182174975,customer753@gmail.com,KA,1915991.0,2024-03-13,+91-71821-74975,customer753@gmail.com,Rs 19.16 L
CAR0132,Mercedes,GLC,2019,White,Diesel,Automatic,Coupe,737859,Second Owner,4536655,13/07/2024,Dealer_A6,East,Corporate,Customer_3686,89301515,customer725@outlook.com,KA,4536655.0,2024-07-13,89301515,customer725@outlook.com,Rs 45.37 L
CAR0134,Maruti,Unknown Model,2019,Black,Hybrid,Manual,Coupe,129705,Third Owner,0.40 crore,2023-06-01,Dealer_A14,Central,Individual,Customer_3643,9555372323,customer768@hotmail.com,UP,4000000.0,2023-06-01,+91-95553-72323,customer768@hotmail.com,Rs 40.00 L
CAR0135,Tata,Harrier,2011,Blue,Hybrid,Semi-Automatic,Coupe,76937,Second Owner,2961601,09-11-2024,Dealer_D2,East,Dealer,Customer_9154,82476367,customer25@outlook.com,TN,2961601.0,2024-11-09,82476367,customer25@outlook.com,Rs 29.62 L
CAR0136,Toyota,Corolla,2021,Grey,Electric,Semi-Automatic,Wagon,78826,First Owner,2334208,2024-08-05,Dealer_C12,North,Individual,Customer_8546,87779148,customer534@hotmail.com,UP,2334208.0,2024-08-05,87779148,customer534@hotmail.com,Rs 23.34 L
CAR0137,Toyota,Fortuner,2016,Grey,CNG,Manual,Convertible,145056,First Owner,15.92 lakh,06-10-23,Dealer_B7,North,Dealer,,9073022618,customer496@hotmail.com,RJ,1592000.0,2023-10-06,+91-90730-22618,customer496@hotmail.com,Rs 15.92 L
CAR0138,Honda,City,2014,Silver,Electric,Manual,Hatchback,16542,Third Owner,9.30 lakh,08-03-2023,Dealer_E15,North,Individual,Customer_9422,+91-81641-59934,customer722@hotmail.com,MH,930000.0000000001,2023-03-08,+91-81641-59934,customer722@hotmail.com,Rs 9.30 L
CAR0139,Honda,Nexon,2011,Green,Electric,Semi-Automatic,Sedan,105558,Fourth & Above,651306,11-16-2023,Dealer_D4,East,Dealer,Customer_8625,9649746105,customer940@hotmail.com,WB,651306.0,2023-11-16,+91-96497-46105,customer940@hotmail.com,Rs 6.51 L
CAR0140,Hyundai,Verna,2022,Blue,Electric,Semi-Automatic,Sedan,96387,Fourth & Above,1268658,29-06-24,Dealer_D6,East,Dealer,Customer_8132,77433963,customer954outlook.com,DL,1268658.0,2024-06-29,77433963,,Rs 12.69 L
CAR0142,Ford,EcoSport,2013,White,Diesel,Manual,Coupe,118171,Third Owner,3507362,01-29-2024,Dealer_D12,South,Individual,Customer_8155,8786085602,customer953@outlook.com,RJ,3507362.0,2024-01-29,+91-87860-85602,customer953@outlook.com,Rs 35.07 L
CAR0143,Toyota,Etios,2017,Green,CNG,Semi-Automatic,Hatchback,67062,Fourth & Above,0.44 crore,26-04-23,Dealer_D12,East,Dealer,Customer_2279,+91-96329-82968,customer352@gmail.com,KA,4400000.0,2023-04-26,+91-96329-82968,customer352@gmail.com,Rs 44.00 L
CAR0144,Toyota,Etios,2021,Red,CNG,Semi-Automatic,Coupe,84710,Second Owner,4928710,26/03/2023,Dealer_D8,West,Corporate,Customer_3476,8014453592,customer352@gmail.com,KA,4928710.0,2023-03-26,+91-80144-53592,customer352@gmail.com,Rs 49.29 L
CAR0145,Maruti,Vitara Brezza,2021,Silver,Electric,Automatic,Convertible,95459,First Owner,655717,29/06/2024,Dealer_D15,South,Corporate,,9281887562,customer941@hotmail.com,TN,655717.0,2024-06-29,+91-92818-87562,customer941@hotmail.com,Rs 6.56 L
CAR0148,Ford,Unknown Model,2021,Silver,Petrol,Manual,Hatchback,89778,First Owner,2358695,13-03-23,Dealer_B11,West,Corporate,Customer_8234,09453906177,CUSTOMER510@YAHOO.COM,MH,2358695.0,2023-03-13,09453906177,customer510@yahoo.com,Rs 23.59 L
CAR0149,Tata,Unknown Model,2016,Grey,CNG,Manual,SUV,110883,Fourth & Above,7.88 lakh,07-11-23,Dealer_A7,North,Corporate,Customer_5750,8649970409,customer110@hotmail.com,TN,788000.0,2023-11-07,+91-86499-70409,customer110@hotmail.com,Rs 7.88 L
CAR0150,Tata,Tiago,2011,Grey,Electric,Semi-Automatic,Sedan,146702,First Owner,27.81 lakh,13-02-23,Dealer_C4,West,Corporate,,76081264,customer929@gmail.com,KA,2781000.0,2023-02-13,76081264,customer929@gmail.com,Rs 27.81 L
CAR0153,Honda,Amaze,2024,Silver,Hybrid,Automatic,Sedan,594372,Third Owner,3691525,26/02/2024,Dealer_B16,West,Individual,Customer_4860,9658245206,customer225@outlook.com,KA,3691525.0,2024-02-26,+91-96582-45206,customer225@outlook.com,Rs 36.92 L
CAR0154,Toyota,Camry,2020,Red,Electric,Manual,Convertible,100471,Third Owner,2591294,30/06/2023,Dealer_D6,West,Dealer,Customer_4769,8772083970,customer483outlook.com,KA,2591294.0,2023-06-30,+91-87720-83970,,Rs 25.91 L
CAR0155,Tata,Harrier,2020,Green,Hybrid,Semi-Automatic,Sedan,99002,Second Owner,24.62 lakh,06-25-2023,Dealer_D2,North,Dealer,Customer_9548,8987551590,customer253@yahoo.com,MH,2462000.0,2023-06-25,+91-89875-51590,customer253@yahoo.com,Rs 24.62 L
CAR0156,Mercedes,S-Class,2016,Black,Electric,Manual,Hatchback,130637,First Owner,0.10 crore,30/10/2023,Dealer_E18,Central,Individual,Customer_3271,08590943758,customer643@gmail.com,DL,1000000.0,2023-10-30,08590943758,customer643@gmail.com,Rs 10.00 L
CAR0157,BMW,3 Series,2018,Blue,Hybrid,Semi-Automatic,Hatchback,100417,Third Owner,632538,29/07/2023,Dealer_A7,West,Individual,Customer_5380,8601222993,customer126@outlook.com,DL,632538.0,2023-07-29,+91-86012-22993,customer126@outlook.com,Rs 6.33 L
CAR0159,Honda,City,2023,Green,CNG,Manual,Coupe,65903,Fourth & Above,4558892,03/08/2024,Dealer_C12,South,Individual,Customer_3725,7782888812,customer683@yahoo.com,MH,4558892.0,2024-08-03,+91-77828-88812,customer683@yahoo.com,Rs 45.59 L
CAR0160,BMW,X1,2012,White,CNG,Automatic,Sedan,102757,Second Owner,39.62 lakh,24/11/2023,Dealer_C2,Central,Corporate,Customer_3409,8454638551,customer143@gmail.com,TN,3961999.9999999995,2023-11-24,+91-84546-38551,customer143@gmail.com,Rs 39.62 L
CAR0161,Maruti,Baleno,2013,Black,Unknown,Automatic,Hatchback,10910,First Owner,901199,2024-09-09,Dealer_D17,East,Individual,Customer_2435,8785030376,customer994@outlook.com,RJ,901199.0,2024-09-09,+91-87850-30376,customer994@outlook.com,Rs 9.01 L
CAR0162,Honda,City,2016,Silver,Petrol,Automatic,Convertible,76651,Fourth & Above,3677195,02-13-2023,Dealer_D9,West,Corporate,Customer_8742,7770398201,customer123@hotmail.com,DL,3677195.0,2023-02-13,+91-77703-98201,customer123@hotmail.com,Rs 36.77 L
CAR0163,BMW,Unknown Model,2021,Silver,Petrol,Manual,Convertible,9599,Second Owner,23.77 lakh,10-13-2024,Dealer_C12,West,Dealer,Customer_3738,9941911500,customer372@gmail.com,GJ,2377000.0,2024-10-13,+91-99419-11500,customer372@gmail.com,Rs 23.77 L
CAR0164,Hyundai,i20,2013,Blue,CNG,Semi-Automatic,Sedan,45515,First Owner,4422681,2023-03-20,Dealer_A1,West,Dealer,,7509369768,customer233@hotmail.com,MH,4422681.0,2023-03-20,+91-75093-69768,customer233@hotmail.com,Rs 44.23 L
CAR0166,BMW,7 Series,2012,Grey,Petrol,Automatic,Coupe,120255,First Owner,1100303,23/04/2023,Dealer_A13,West,Corporate,Customer_8273,88380813,customer862@outlook.com,DL,1100303.0,2023-04-23,88380813,customer862@outlook.com,Rs 11.00 L
CAR0167,Honda,Civic,2016,Brown,CNG,Automatic,Wagon,110021,Second Owner,10.53 lakh,10-03-24,Dealer_A3,West,Corporate,Customer_7626,+91-89526-41348,customer257@outlook.com,MH,1053000.0,2024-03-10,+91-89526-41348,customer257@outlook.com,Rs 10.53 L
CAR0168,Hyundai,Venue,2019,Green,Hybrid,Automatic,Sedan,90709,Third Owner,1481247,08-11-24,Dealer_E16,Central,Corporate,Customer_8374,7141131770,customer906@yahoo.com,WB,1481247.0,2024-11-08,+91-71411-31770,customer906@yahoo.com,Rs 14.81 L
CAR0169,Honda,Altroz,2023,Silver,Hybrid,Automatic,Hatchback,45975,Second Owner,44.50 lakh,2023-01-29,Dealer_A15,West,Corporate,Customer_6855,8007694189,customer68hotmail.com,RJ,4450000.0,2023-01-29,+91-80076-94189,,Rs 44.50 L
CAR0170,Ford,EcoSport,2021,Black,Diesel,Manual,Hatchback,128129,Fourth & Above,3.87 lakh,05-29-2024,Dealer_A10,Central,Dealer,Customer_5708,7970172879,customer593@gmail.com,RJ,387000.0,2024-05-29,+91-79701-72879,customer593@gmail.com,Rs 3.87 L
CAR0171,BMW,5 Series,2016,White,Electric,Manual,Hatchback,110460,Third Owner,23.08 lakh,07-08-23,Dealer_E8,West,Individual,Customer_3420,8869980594,customer650@yahoo.com,DL,2308000.0,2023-08-07,+91-88699-80594,customer650@yahoo.com,Rs 23.08 L
CAR0172,Hyundai,Creta,2010,White,Petrol,Semi-Automatic,Sedan,69379,Third Owner,0.28 crore,12/10/2023,Dealer_B20,North,Dealer,Customer_7668,8704651250,customer115@gmail.com,GJ,2800000.0000000005,2023-10-12,+91-87046-51250,customer115@gmail.com,Rs 28.00 L
CAR0173,Mercedes,E-Class,2024,Green,Diesel,Automatic,SUV,115852,First Owner,2028786,04-26-2023,Dealer_D13,North,Dealer,Customer_1570,9966458557,customer394@hotmail.com,UP,2028786.0,2023-04-26,+91-99664-58557,customer394@hotmail.com,Rs 20.29 L
CAR0174,Ford,EcoSport,2024,Brown,CNG,Manual,Wagon,66724,Second Owner,2694964,2023-10-08,Dealer_B1,West,Individual,,8807625174,customer465@gmail.com,UP,2694964.0,2023-10-08,+91-88076-25174,customer465@gmail.com,Rs 26.95 L
CAR0175,BMW,7 Series,2011,Brown,CNG,Automatic,Convertible,34052,Second Owner,1523910,24-11-23,Dealer_D20,East,Individual,Customer_7182,7098655791,customer929@gmail.com,DL,1523910.0,2023-11-24,+91-70986-55791,customer929@gmail.com,Rs 15.24 L
CAR0176,BMW,5 Series,2019,Black,Diesel,Semi-Automatic,Hatchback,35762,Fourth & Above,318404,09-30-2023,Dealer_D7,West,Corporate,,8124420145,customer597outlook.com,RJ,318404.0,2023-09-30,+91-81244-20145,,Rs 3.18 L
CAR0177,Ford,EcoSport,2011,Red,Hybrid,Manual,Hatchback,20401,Third Owner,637152,31-05-24,Dealer_E9,Central,Dealer,Customer_8669,7609008040,customer512@hotmail.com,RJ,637152.0,2024-05-31,+91-76090-08040,customer512@hotmail.com,Rs 6.37 L
CAR0178,Hyundai,Verna,2021,White,Petrol,Semi-Automatic,Sedan,133784,Second Owner,1468900,24/09/2023,Dealer_B16,North,Dealer,Customer_3425,7775907148,customer577@yahoo.com,MH,1468900.0,2023-09-24,+91-77759-07148,customer577@yahoo.com,Rs 14.69 L
CAR0180,Mercedes,GLC,2020,Grey,Electric,Automatic,SUV,45405,Fourth & Above,1211682,12/01/2024,Dealer_C8,Central,Dealer,Customer_7979,9905287810,customer508@gmail.com,UP,1211682.0,2024-01-12,+91-99052-87810,customer508@gmail.com,Rs 12.12 L
CAR0182,Honda,City,2012,Grey,Petrol,Manual,SUV,130074,First Owner,0.41 crore,22-11-24,Dealer_D16,West,Individual,Customer_4961,+91-78199-71340,customer789@outlook.com,WB,4099999.9999999995,2024-11-22,+91-78199-71340,customer789@outlook.com,Rs 41.00 L
CAR0183,Maruti,Alto,2014,Silver,Electric,Manual,Coupe,107690,Third Owner,627166,14-02-24,Dealer_C15,South,Corporate,Customer_2040,7502256641,customer715outlook.com,TN,627166.0,2024-02-14,+91-75022-56641,,Rs 6.27 L
CAR0184,BMW,7 Series,2023,Grey,Diesel,Automatic,Sedan,127805,First Owner,13.00 lakh,15/06/2023,Dealer_E8,West,Dealer,Customer_9089,7077870311,customer179@gmail.com,GJ,1300000.0,2023-06-15,+91-70778-70311,customer179@gmail.com,Rs 13.00 L
CAR0185,BMW,3 Series,2022,Green,Hybrid,Semi-Automatic,Coupe,75121,Second Owner,1468176,2023-04-24,Dealer_A8,West,Dealer,Customer_6925,9172809426,customer373@hotmail.com,UP,1468176.0,2023-04-24,+91-91728-09426,customer373@hotmail.com,Rs 14.68 L
CAR0186,Hyundai,i20,2014,Brown,Unknown,Semi-Automatic,Wagon,102631,Third Owner,3681344,24-02-24,Dealer_E10,East,Dealer,Customer_6157,8689065733,customer925@gmail.com,MH,3681344.0,2024-02-24,+91-86890-65733,customer925@gmail.com,Rs 36.81 L
CAR0187,Ford,Mustang,2019,Brown,Diesel,Manual,Hatchback,43498,First Owner,35.88 lakh,2023-11-05,Dealer_E12,North,Individual,,9318993035,customer744@outlook.com,DL,3588000.0000000005,2023-11-05,+91-93189-93035,customer744@outlook.com,Rs 35.88 L
CAR0188,Tata,Safari,2019,Black,Hybrid,Automatic,Convertible,6366,Third Owner,4001273,19/10/2023,Dealer_D14,West,Corporate,Customer_7751,90454913,customer694@outlook.com,WB,4001273.0,2023-10-19,90454913,customer694@outlook.com,Rs 40.01 L
CAR0189,Mercedes,E-Class,2012,Green,Unknown,Manual,Convertible,137588,Fourth & Above,1266393,06-10-2023,Dealer_C3,North,Dealer,Customer_7135,7610485820,customer313@hotmail.com,WB,1266393.0,2023-10-06,+91-76104-85820,customer313@hotmail.com,Rs 12.66 L
CAR0190,Ford,Mustang,2017,Green,Electric,Semi-Automatic,Convertible,93558,First Owner,33.65 lakh,06-02-2023,Dealer_B16,Central,Individual,Customer_8259,7106532739,customer575@gmail.com,DL,3365000.0,2023-02-06,+91-71065-32739,customer575@gmail.com,Rs 33.65 L
CAR0191,Hyundai,i20,2014,Grey,Hybrid,Manual,Hatchback,58950,Third Owner,0.23 crore,16-02-23,Dealer_B14,East,Dealer,Customer_5675,8317671115,customer985@hotmail.com,RJ,2300000.0,2023-02-16,+91-83176-71115,customer985@hotmail.com,Rs 23.00 L
CAR0192,Honda,City,2013,Green,Petrol,Semi-Automatic,Convertible,67815,Third Owner,21.84 lakh,09-03-23,Dealer_D2,North,Dealer,Customer_3057,9730735895,customer554@yahoo.com,UP,2184000.0,2023-03-09,+91-97307-35895,customer554@yahoo.com,Rs 21.84 L
CAR0193,Hyundai,i20,2010,Silver,Hybrid,Manual,Sedan,131402,Second Owner,2492631,2024-06-30,Dealer_E16,North,Individual,Customer_6215,8944409357,customer216@outlook.com,KA,2492631.0,2024-06-30,+91-89444-09357,customer216@outlook.com,Rs 24.93 L
CAR0194,Mercedes,S-Class,2024,Green,Petrol,Manual,Sedan,133182,Fourth & Above,3494970,28-12-23,Dealer_C16,Central,Individual,Customer_1324,+91-78225-36398,customer629@hotmail.com,MH,3494970.0,2023-12-28,+91-78225-36398,customer629@hotmail.com,Rs 34.95 L
CAR0195,Maruti,Dzire,2011,White,Hybrid,Semi-Automatic,Convertible,77704,Third Owner,49.74 lakh,2023-05-12,Dealer_D16,East,Corporate,Customer_9731,7008396505,customer54@hotmail.com,MH,4974000.0,2023-05-12,+91-70083-96505,customer54@hotmail.com,Rs 49.74 L
CAR0196,Maruti,Unknown Model,2014,Red,Petrol,Automatic,Convertible,115116,First Owner,4666181,20-08-23,Dealer_A3,North,Individual,Customer_6477,8463733306,customer243@gmail.com,RJ,4666181.0,2023-08-20,+91-84637-33306,customer243@gmail.com,Rs 46.66 L
CAR0197,BMW,3 Series,2022,Red,Hybrid,Automatic,Hatchback,38432,Second Owner,7.20 lakh,26-01-24,Dealer_C14,West,Corporate,Customer_2659,8950244847,customer13@gmail.com,WB,720000.0,2024-01-26,+91-89502-44847,customer13@gmail.com,Rs 7.20 L
CAR0198,Hyundai,Creta,2012,White,Diesel,Semi-Automatic,Coupe,16552,Fourth & Above,7.07 lakh,11-13-2023,Dealer_C6,North,Dealer,Customer_4201,7293791975,customer479@hotmail.com,MH,707000.0,2023-11-13,+91-72937-91975,customer479@hotmail.com,Rs 7.07 L
CAR0199,Tata,Harrier,2024,Brown,Electric,Automatic,SUV,560392,First Owner,0.21 crore,2023-07-08,Dealer_D4,East,Individual,Customer_4241,7748546314,customer23@yahoo.com,UP,2100000.0,2023-07-08,+91-77485-46314,customer23@yahoo.com,Rs 21.00 L
CAR0200,Tata,Harrier,2015,White,Hybrid,Manual,Convertible,102609,Fourth & Above,16.37 lakh,14/05/2023,Dealer_A6,Central,Dealer,Customer_9773,9703506410,customer992@outlook.com,GJ,1637000.0,2023-05-14,+91-97035-06410,customer992@outlook.com,Rs 16.37 L
CAR0201,Tata,Altroz,2017,Red,Hybrid,Automatic,Sedan,51923,Fourth & Above,2899648,27-07-23,Dealer_B15,South,Dealer,Customer_2376,7176707493,customer479@outlook.com,DL,2899648.0,2023-07-27,+91-71767-07493,customer479@outlook.com,Rs 29.00 L
CAR0202,BMW,Unknown Model,2014,Black,CNG,Manual,Convertible,136534,First Owner,45.02 lakh,11-22-2024,Dealer_B13,South,Individual,,8286231691,customer969@outlook.com,TN,4502000.0,2024-11-22,+91-82862-31691,customer969@outlook.com,Rs 45.02 L
CAR0203,Tata,Harrier,2018,Brown,Petrol,Automatic,Convertible,149864,Fourth & Above,4132062,2024-04-05,Dealer_E19,West,Dealer,Customer_7608,+91-95209-52914,customer805@gmail.com,TN,4132062.0,2024-04-05,+91-95209-52914,customer805@gmail.com,Rs 41.32 L
CAR0204,Mercedes,C-Class,2018,White,Electric,Semi-Automatic,SUV,106301,Second Owner,17.80 lakh,09-09-24,Dealer_C14,West,Individual,Customer_7039,8764635577,customer429@outlook.com,UP,1780000.0,2024-09-09,+91-87646-35577,customer429@outlook.com,Rs 17.80 L
CAR0205,Maruti,Vitara Brezza,2021,Grey,Electric,Automatic,SUV,125312,Second Owner,0.25 crore,17-05-24,Dealer_C18,East,Corporate,Customer_3869,8855754938,customer583@gmail.com,DL,2500000.0,2024-05-17,+91-88557-54938,customer583@gmail.com,Rs 25.00 L
CAR0206,Maruti,Unknown Model,2016,Silver,Electric,Manual,SUV,149919,Fourth & Above,12.17 lakh,15-02-23,Dealer_B1,Central,Individual,Customer_2878,89939194,customer562@yahoo.com,KA,1217000.0,2023-02-15,89939194,customer562@yahoo.com,Rs 12.17 L
CAR0207,Honda,EcoSport,2018,Red,Petrol,Manual,Sedan,107458,First Owner,0.16 crore,29/06/2024,Dealer_B6,North,Dealer,Customer_7183,80245229,customer29@gmail.com,DL,1600000.0,2024-06-29,80245229,customer29@gmail.com,Rs 16.00 L
CAR0208,BMW,X1,2018,Red,Hybrid,Manual,Wagon,54688,Second Owner,1937442,2023-11-20,Dealer_C16,North,Dealer,Customer_9185,9444717125,customer647@outlook.com,MH,1937442.0,2023-11-20,+91-94447-17125,customer647@outlook.com,Rs 19.37 L
CAR0209,Tata,Tiago,2018,Brown,Diesel,Manual,Wagon,65928,First Owner,44.23 lakh,2024-09-26,Dealer_C11,South,Individual,Customer_8270,97642498,customer811@outlook.com,MH,4423000.0,2024-09-26,97642498,customer811@outlook.com,Rs 44.23 L
CAR0211,Hyundai,Venue,2010,Silver,CNG,Manual,Sedan,104986,Third Owner,37.85 lakh,10-11-23,Dealer_D19,South,Individual,Customer_9203,8785934003,customer502@hotmail.com,RJ,3785000.0,2023-11-10,+91-87859-34003,customer502@hotmail.com,Rs 37.85 L
CAR0212,Ford,Endeavour,2018,Grey,Diesel,Semi-Automatic,Hatchback,133089,Third Owner,3288522,2024-11-23,Dealer_E18,West,Corporate,Customer_2512,95175398,customer932@yahoo.com,UP,3288522.0,2024-11-23,95175398,customer932@yahoo.com,Rs 32.89 L
CAR0213,Mercedes,C-Class,2011,Green,CNG,Automatic,SUV,95280,First Owner,1397167,13-03-23,Dealer_A10,North,Dealer,Customer_8383,7784816771,customer893@outlook.com,DL,1397167.0,2023-03-13,+91-77848-16771,customer893@outlook.com,Rs 13.97 L
CAR0214,Ford,EcoSport,2015,Red,Hybrid,Automatic,Wagon,12776,First Owner,21.69 lakh,2023-02-12,Dealer_D5,North,Corporate,Customer_8036,8353875904,customer388@gmail.com,DL,2169000.0,2023-02-12,+91-83538-75904,customer388@gmail.com,Rs 21.69 L
CAR0217,Honda,Accord,2021,Black,Hybrid,Manual,Wagon,54324,First Owner,1173969,03-09-2024,Dealer_E16,South,Dealer,Customer_3370,9920495836,customer682@gmail.com,UP,1173969.0,2024-09-03,+91-99204-95836,customer682@gmail.com,Rs 11.74 L
CAR0218,Mercedes,C-Class,2022,White,Hybrid,Automatic,Convertible,92331,Fourth & Above,1480959,02-06-2024,Dealer_A10,West,Corporate,,8215646998,customer562outlook.com,KA,1480959.0,2024-06-02,+91-82156-46998,,Rs 14.81 L
CAR0219,Hyundai,Venue,2021,Grey,Electric,Manual,Hatchback,131469,Second Owner,2641769,2024-08-12,Dealer_E6,West,Corporate,Customer_3943,8453785515,customer414yahoo.com,DL,2641769.0,2024-08-12,+91-84537-85515,,Rs 26.42 L
CAR0220,Honda,Tiago,2014,Green,Diesel,Semi-Automatic,Convertible,121685,First Owner,3281329,07/04/2023,Dealer_B1,Central,Dealer,Customer_1323,9276709161,customer731@gmail.com,GJ,3281329.0,2023-04-07,+91-92767-09161,customer731@gmail.com,Rs 32.81 L
CAR0221,Honda,City,2012,White,CNG,Semi-Automatic,Hatchback,995868,Second Owner,15.52 lakh,2024-11-04,Dealer_B20,West,Individual,Customer_6769,9845918325,customer307@yahoo.com,UP,1552000.0,2024-11-04,+91-98459-18325,customer307@yahoo.com,Rs 15.52 L
CAR0222,Ford,Aspire,2020,Silver,Diesel,Automatic,SUV,47813,Third Owner,3555941,23/10/2024,Dealer_C1,North,Dealer,,7535244065,customer338@gmail.com,TN,3555941.0,2024-10-23,+91-75352-44065,customer338@gmail.com,Rs 35.56 L
CAR0223,Mercedes,C-Class,2022,Silver,CNG,Semi-Automatic,SUV,37375,Fourth & Above,1674141,2024-09-14,Dealer_E14,West,Individual,,9205746669,customer582hotmail.com,WB,1674141.0,2024-09-14,+91-92057-46669,,Rs 16.74 L
CAR0224,BMW,X5,2018,Blue,Petrol,Semi-Automatic,Wagon,80188,First Owner,2513770,02-21-2024,Dealer_E12,South,Corporate,Customer_1175,7585955440,customer910@gmail.com,MH,2513770.0,2024-02-21,+91-75859-55440,customer910@gmail.com,Rs 25.14 L
CAR0225,Tata,Harrier,2020,White,Petrol,Automatic,Hatchback,142236,First Owner,2088012,04-26-2023,Dealer_C12,North,Individual,Customer_7449,9761550738,customer914outlook.com,GJ,2088012.0,2023-04-26,+91-97615-50738,,Rs 20.88 L
CAR0226,Hyundai,Venue,2015,Red,Electric,Automatic,SUV,7323,Fourth & Above,10.50 lakh,11-03-2024,Dealer_B16,East,Individual,Customer_8198,8542910061,customer292@gmail.com,RJ,1050000.0,2024-03-11,+91-85429-10061,customer292@gmail.com,Rs 10.50 L
CAR0228,Maruti,Swift,2020,Black,Diesel,Automatic,SUV,94690,Third Owner,38.04 lakh,07/06/2024,Dealer_A2,West,Dealer,Customer_9230,9701138888,customer40@hotmail.com,UP,3804000.0,2024-06-07,+91-97011-38888,customer40@hotmail.com,Rs 38.04 L
CAR0231,Hyundai,Venue,2022,Red,CNG,Manual,Sedan,138504,Second Owner,3422487,09-06-24,Dealer_C20,East,Dealer,,7636254180,customer895@gmail.com,DL,3422487.0,2024-06-09,+91-76362-54180,customer895@gmail.com,Rs 34.22 L
CAR0235,BMW,X1,2013,Grey,Electric,Automatic,Wagon,105858,Second Owner,1142952,2023-03-28,Dealer_D3,North,Corporate,Customer_2702,8139888502,customer3@yahoo.com,RJ,1142952.0,2023-03-28,+91-81398-88502,customer3@yahoo.com,Rs 11.43 L
CAR0236,Ford,Figo,2011,Grey,Hybrid,Semi-Automatic,SUV,89686,Second Owner,1269847,31/10/2024,Dealer_E14,South,Individual,,7073678674,customer113@gmail.com,TN,1269847.0,2024-10-31,+91-70736-78674,customer113@gmail.com,Rs 12.70 L
CAR0238,Toyota,Etios,2023,Grey,Petrol,Manual,Coupe,114181,Second Owner,14.56 lakh,2024-10-22,Dealer_E2,South,Dealer,Customer_8443,9155525720,customer279@gmail.com,KA,1456000.0,2024-10-22,+91-91555-25720,customer279@gmail.com,Rs 14.56 L
CAR0239,Honda,CR-V,2017,Blue,Diesel,Automatic,Coupe,87100,Fourth & Above,35.98 lakh,2023-12-10,Dealer_E7,East,Dealer,Customer_1530,07192734662,CUSTOMER323@GMAIL.COM,GJ,3597999.9999999995,2023-12-10,07192734662,customer323@gmail.com,Rs 35.98 L
CAR0240,Hyundai,i20,2015,Red,Diesel,Semi-Automatic,Convertible,111767,Third Owner,44.24 lakh,05-06-23,Dealer_E3,South,Corporate,Customer_9218,8466367500,customer639outlook.com,WB,4424000.0,2023-06-05,+91-84663-67500,,Rs 44.24 L
